batch,priority,status,title,url,repo_path,action
003,22,deep_read,"Can Better Labels Really Fix Recycling?","https://eyeondesign.aiga.org/can-better-labels-really-fix-recycling/","overnight-ai-aesthetic/out/a-c2-20260603-095356-q95-can-better-labels-really-fix-recycling-8211-eye-on.md","kept"
003,23,deep_read,"Tradeswomen Was the Magazine for Women in Blue-Collar Work During the 80s and 90s","https://eyeondesign.aiga.org/tradeswomen-was-the-magazine-for-women-in-blue-collar-work-during-the-80s-and-90s/","overnight-ai-aesthetic/out/a-c2-20260603-095459-q94-tradeswomen-was-the-magazine-for-women-in-blue-col.md","kept"
003,24,deep_read,"How Cranbrook's Design Program Redefined How We Make and Talk About Graphic Design","https://eyeondesign.aiga.org/how-cranbrooks-design-program-redefined-how-we-make-and-talk-about-graphic-design/","overnight-ai-aesthetic/out/a-c2-20260603-095626-q94-how-cranbrook-s-design-program-redefined-how-we-ma.md","kept"
003,25,deep_read,"In the 70s, the Dalit Panthers Made Pocket-Sized Magazines That Challenged Social Hierarchies in India","https://eyeondesign.aiga.org/in-the-70s-the-dalit-panthers-made-pocket-sized-magazines-that-challenged-social-hierarchies-in-india/","overnight-ai-aesthetic/out/a-c2-20260603-095713-q95-in-the-70s-the-dalit-panthers-made-pocket-sized-ma.md","kept"
004,26,deep_read_index,"Eye on Design profile/category index","https://eyeondesign.aiga.org/category/design/profile/","overnight-ai-aesthetic/out/a-c2-20260603-095939-q91-eye-on-design-8211-aiga-eye-on-design.md","kept"
004,27,deep_read,"Compilation: 15 Hilarious Google Flops","https://webdesignerdepot.com/compilation-15-hilarious-google-flops/","overnight-ai-aesthetic/out/a-c4-20260603-172519-q100-compilation-15-hilarious-google-flops.md","kept"
004,28,deep_read,"A Grammar of Typography: Classical Book Design in the Digital Age","https://typographica.org/typography-books/a-grammar-of-typography-classical-book-design-in-the-digital-age/","overnight-ai-aesthetic/out/a-c5-20260603-180436-q100-a-grammar-of-typography-classical-book-design-in-t.md","kept"
004,29,deep_read,"Size-specific Adjustments to Type Designs","https://typographica.org/typography-books/size-specific-adjustments-to-type-designs/","overnight-ai-aesthetic/out/a-c5-20260603-180441-q98-size-specific-adjustments-to-type-designs-8211-typ.md","kept"
004,30,deep_read,"The Elements of Typographic Style, Version 4.0","https://typographica.org/typography-books/the-elements-of-typographic-style-4th-edition/","overnight-ai-aesthetic/out/a-c1-20260603-042307-q88-the-elements-of-typographic-style-version-nbsp-4-0.md","kept"
005,31,deep_read,"Just My Type: A Book About Fonts","https://typographica.org/typography-books/just-my-type-a-book-about-fonts/","overnight-ai-aesthetic/out/a-c5-20260603-180458-q100-just-my-type-a-book-about-fonts-8211-typographica.md","kept"
005,32,deep_read,"Chahine & Samarskaya Cochair TDC's 25th Type Design Competition","https://typographica.org/on-typography/interview/nadine-chahine-ksenya-samarskaya-cochair-the-tdcs-25th-typeface-design-competition/","overnight-ai-aesthetic/out/a-c5-20260603-180524-q89-chahine-038-samarskaya-cochair-tdc-s-25th-type-des.md","kept"
005,33,deep_read,"Type Design in the Museum: Acquiring the Immaterial","https://typographica.org/on-typography/type-design-in-the-museum-acquiring-the-immaterial/","overnight-ai-aesthetic/out/a-c1-20260603-042319-q90-type-design-in-the-museum-acquiring-the-immaterial.md","kept"
005,34,deep_read,"Carolina Laudon","https://typographica.org/on-typography/interview/carolina-laudon/","overnight-ai-aesthetic/out/a-c1-20260603-042321-q87-carolina-laudon-8211-typographica.md","kept"
005,35,deep_read,"Our Favorite Typefaces of 2005","https://typographica.org/on-typography/our-favorite-typefaces-of-2005/","overnight-ai-aesthetic/out/a-c5-20260603-180718-q97-our-favorite-typefaces-of-2005-8211-typographica.md","kept"
006,36,low_value_asset,"Typographica CSS asset","https://typographica.org/wp-content/themes/typo/style.css","overnight-ai-aesthetic/out/a-c3-20260603-100249-q89-https-typographica-org-wp-content-themes-typo-styl.md","kept"
006,37,low_value_index,"Comments for Typographica","https://typographica.org/comments/feed/","overnight-ai-aesthetic/out/a-c3-20260603-100312-q95-comments-for-typographica.md","kept"
006,38,low_value_api,"Typographica WP JSON","https://typographica.org/wp-json/","overnight-ai-aesthetic/out/a-c3-20260603-100409-q86-https-typographica-org-wp-json.md","kept"
006,39,deep_read,"Logo Design Trends for 2026: What I'm Actually Seeing","https://webdesignerdepot.com/logo-design-trends-for-2026-what-im-actually-seeing-and-what-most-designers-are-missing/","overnight-ai-aesthetic/out/a-c4-20260603-172236-q100-logo-design-trends-for-2026-what-i-m-actually-seei.md","kept"
006,40,deep_read,"The Great Transition: Why the Design World is Re-Evaluating Figma","https://webdesignerdepot.com/the-great-transition-why-the-design-world-is-re-evaluating-figma/","overnight-ai-aesthetic/out/a-c4-20260603-172329-q100-the-great-transition-why-the-design-world-is-re-ev.md","kept"
006,41,deep_read,"Inside London's Wolff Olins and Pentagram Studios","https://eyeondesign.aiga.org/city-guides/london/inside-londons-wolff-olins-and-pentagram-studios/","overnight-ai-aesthetic/out/a-c6-20260603-115733-q100-inside-london-s-wolff-olins-and-pentagram-studios-.md","kept"
006,42,deep_read,"Michael Gericke on Maintaining Pentagram's Rep","https://eyeondesign.aiga.org/michael-gericke-on-maintaining-pentagrams-rep-his-biggest-regrets-how-he-nearly-became-a-ski-bum-instead/","overnight-ai-aesthetic/out/a-c6-20260603-120108-q100-michael-gericke-on-maintaining-pentagram-s-rep-his.md","kept"
006,43,low_value_asset,"Pentagram CSS asset","https://www.pentagram.com/build/main/assets/index-Ba6h7bZK.css","overnight-ai-aesthetic/out/a-c6-20260603-182812-q85-https-www-pentagram-com-build-main-assets-index-ba.md","kept"
006,44,deep_read,"Tech Minimalism is Out. Welcome to the Squishy, Microbial World of the Biobrand","https://eyeondesign.aiga.org/tech-minimalism-is-out-welcome-to-the-squishy-microbial-world-of-the-biobrand/","overnight-ai-aesthetic/out/a-c2-20260603-095443-q94-tech-minimalism-is-out-welcome-to-the-squishy-micr.md","kept"
006,45,deep_read,"Cruelty-Free? Don't Believe All the Cute Bunny Labels","https://eyeondesign.aiga.org/cruelty-free-dont-believe-all-the-cute-bunny-labels/","overnight-ai-aesthetic/out/a-c2-20260603-095547-q94-cruelty-free-don-t-believe-all-the-cute-bunny-labe.md","kept"
006,46,deep_read,"PHASE 2's Party Flyers Created a Visual Language for Hip-Hop","https://eyeondesign.aiga.org/in-the-late-70s-in-the-bronx-phase-2s-party-flyers-created-a-visual-language-for-hip-hop/","overnight-ai-aesthetic/out/a-c2-20260603-095618-q94-in-the-late-70s-in-the-bronx-phase-2-s-party-flyer.md","kept"
006,47,deep_read,"Our Favorite Typefaces of 2004","https://typographica.org/on-typography/our-favorite-typefaces-of-2004/","overnight-ai-aesthetic/out/a-c5-20260603-180726-q100-our-favorite-typefaces-nbsp-of-nbsp-2004-8211-typo.md","kept"
006,48,deep_read,"Not Useless: Why Experimental Websites Matter More Than You Think","https://webdesignerdepot.com/not-useless-why-experimental-websites-matter-more-than-you-think/","overnight-ai-aesthetic/out/a-c4-20260603-172245-q100-not-useless-why-experimental-websites-matter-more-.md","kept"
006,49,skimmed,"10 New Year's Resolutions Every Web Designer Will Definitely Break","https://webdesignerdepot.com/10-new-years-resolutions-every-web-designer-will-definitely-break/","overnight-ai-aesthetic/out/a-c4-20260603-172548-q100-10-new-year-s-resolutions-every-web-designer-will-.md","kept"
006,50,deep_read,"Samar Maakaroun's visual identity for The Mosaic Rooms","https://www.itsnicethat.com/articles/samar-maakaroun-the-mosaic-rooms-identity-graphic-design-project-060526","overnight-ai-aesthetic/out/a-c6-20260603-183430-q100-samar-maakaroun-s-visual-identity-for-the-mosaic-r.md","kept"
007,51,read_index,"Web Design Blog | Web Designer Depot","http://webdesignerdepot.com/","overnight-ai-aesthetic/out/a-c4-20260603-172348-q90-web-design-blog-web-designer-depot.md","kept"
007,52,deep_read,"Stacy Kranitz intimately photographs the victims of the juvenile justice system in Rutherford County","https://www.itsnicethat.com/articles/stacy-kranitz-rutherford-county-photography-191121","overnight-ai-aesthetic/out/a-c3-20260603-171724-q90-stacy-kranitz-intimately-photographs-the-victims-o.md","kept"
007,53,deep_read,"ABC Laica","https://typographica.org/typeface-reviews/laica/","overnight-ai-aesthetic/out/a-c5-20260603-180427-q95-abc-laica-8211-typographica.md","kept"
007,54,read_index,"Work — Browse by type of client","https://www.pentagram.com/work?page=2","overnight-ai-aesthetic/out/a-c6-20260603-183146-q100-work-browse-by-type-of-client.md","kept"
007,55,read_index,"Events","https://www.pentagram.com/news/category/events","overnight-ai-aesthetic/out/a-c6-20260603-183239-q91-events.md","kept"
007,56,deep_read,"FUSE 1–20","https://typographica.org/typography-books/fuse-1-20/","overnight-ai-aesthetic/out/a-c5-20260603-180451-q89-fuse-1-20-8211-typographica.md","kept"
007,57,deep_read,"Why Every Web Designer Secretly Hates Their Past Work","https://webdesignerdepot.com/why-every-web-designer-secretly-hates-their-past-work/","overnight-ai-aesthetic/out/a-c4-20260603-172508-q96-why-every-web-designer-secretly-hates-their-past-w.md","kept"
007,58,read_index,"Poster Picks","https://eyeondesign.aiga.org/category/design-series/poster-picks/","overnight-ai-aesthetic/out/a-c3-20260603-100101-q79-poster-picks-8211-eye-on-design.md","kept"
007,59,read_index,"Commentary","https://www.pentagram.com/news/category/commentary","overnight-ai-aesthetic/out/a-c6-20260603-183248-q100-commentary.md","kept"
007,60,deep_read,"IEEE Honors Ceremony 2026","https://www.pentagram.com/work/ieee-honors-ceremony-2026","overnight-ai-aesthetic/out/a-c6-20260603-183202-q86-ieee-honors-ceremony-2026.md","kept"
007,61,read_index,"Design + Art","https://eyeondesign.aiga.org/category/design-plus/art/","overnight-ai-aesthetic/out/a-c2-20260603-095858-q85-design-art-8211-eye-on-design.md","kept"
007,62,deep_read,"Bait","https://www.pentagram.com/work/bait","overnight-ai-aesthetic/out/a-c6-20260603-183420-q90-bait.md","kept"
008,63,deep_read_index,"Glyphs Tutorials","https://glyphsapp.com/learn/feed","/tmp/design-study/auto-v5/design/a-20260604-002010-q9D-glyphs-tutorials.md","kept"
008,64,read_index,"Emigre: Past Projects","https://www.emigre.com/PastProjects","/tmp/design-study/auto-v5/design/a-20260604-013306-q8D-emigre-past-projects.md","kept"
008,65,deep_read,"When Words Cannot Describe: Designing For AI Beyond Conversational Interfaces","https://www.smashingmagazine.com/2024/02/designing-ai-beyond-conversational-interfaces","/tmp/design-study/auto-v5/design/a-20260603-182025-q9D-when-words-cannot-describe-designing-for-ai-beyon.md","kept"
008,66,deep_read,"The Complex But Awesome CSS border-image Property","https://www.smashingmagazine.com/2024/01/css-border-image-property","/tmp/design-study/auto-v5/design/a-20260603-173451-q9D-the-complex-but-awesome-css-border-image-property.md","kept"
008,67,deep_read,"Mastering Typography In Logo Design","https://www.smashingmagazine.com/2024/08/mastering-typography-in-logo-design","/tmp/design-study/auto-v5/design/a-20260603-210630-q9D-mastering-typography-in-logo-design.md","kept"
008,68,deep_read,"Human-Centered Design Through AI-Assisted Usability Testing: Reality Or Fiction?","https://www.smashingmagazine.com/2025/02/human-centered-design-ai-assisted-usability-testing","/tmp/design-study/auto-v5/design/a-20260604-011824-q9D-human-centered-design-through-ai-assisted-usabilit.md","kept"
008,69,deep_read,"Iconography In Design Systems: Easy Troubleshooting And Maintenance","https://www.smashingmagazine.com/2024/04/iconography-design-systems-troubleshooting-maintenance","/tmp/design-study/auto-v5/design/a-20260603-173912-q9D-iconography-in-design-systems-easy-troubleshootin.md","kept"
008,70,skimmed_license,"Emigre: License - Game","https://www.emigre.com/License/Game","/tmp/design-study/auto-v5/design/a-20260604-005049-q8D-emigre-license-game.md","kept"
008,71,deep_read,"Creating The Moving Highlight Navigation Bar With JavaScript And CSS","https://www.smashingmagazine.com/2025/06/creating-moving-highlight-navigation-bar-javascript-css","/tmp/design-study/auto-v5/design/a-20260603-152612-q9D-creating-the-moving-highlight-navigation-bar-wit.md","kept"
008,72,deep_read,"Creating a Microsoft color font (CPAL/COLR)","https://glyphsapp.com/learn/creating-a-microsoft-color-font","/tmp/design-study/auto-v5/design/a-20260604-002727-q9D-creating-a-microsoft-color-font-cpal-colr.md","kept"
008,73,skimmed_product,"Emigre: Democratica Font Family","https://www.emigre.com/Fonts/Democratica","/tmp/design-study/auto-v5/design/a-20260603-230308-q8D-emigre-democratica-font-family.md","kept"
008,74,skimmed_product,"Emigre: Oblong Font Family","https://www.emigre.com/Fonts/Oblong","/tmp/design-study/auto-v5/design/a-20260604-013112-q8D-emigre-oblong-font-family.md","kept"
009,75,deep_read,"AD Classics: Montreal Biosphere / Buckminster Fuller","http://www.archdaily.com/572135/ad-classics-montreal-biosphere-buckminster-fuller","/tmp/design-study/auto-v5/design/a-20260603-210037-q9D-ad-classics-montreal-biosphere-buckminster-full.md","kept"
009,76,read_index,"Typographica","https://typographica.org/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-133338-q91-typographica.md","kept"
009,77,deep_read,"Do Gender-Neutral Pronouns Need Their Own Glyphs?","https://eyeondesign.aiga.org/do-gender-neutral-pronouns-need-their-own-glyphs/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095127-q94-do-gender-neutral-pronouns-need-their-own-glyphs-8.md","kept"
009,78,deep_read,"The Y2K Aesthetic is Fully Back, but Can It Stick Around?","https://eyeondesign.aiga.org/the-y2k-aesthetic-is-fully-back-but-can-it-stick-around/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095151-q93-the-y2k-aesthetic-is-fully-back-but-can-it-stick-a.md","kept"
009,79,deep_read,"The Liberatory Potential of Teaching Design from a Body in Pain","https://eyeondesign.aiga.org/the-liberatory-potential-of-teaching-design-from-a-body-in-pain/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095206-q94-the-liberatory-potential-of-teaching-design-from-a.md","kept"
009,80,deep_read,"Exploring Unfamiliar Histories of Visual Culture","https://eyeondesign.aiga.org/exploring-unfamiliar-histories-of-visual-culture-four-corners-books-shares-its-favorite-publications/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095222-q92-exploring-unfamiliar-histories-of-visual-culture-f.md","kept"
009,81,deep_read,"The Collaborative Spirit Behind Brian Eno's Record Sleeve Designs","https://eyeondesign.aiga.org/the-collaborative-spirit-behind-brian-enos-record-sleeve-designs/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095254-q94-the-collaborative-spirit-behind-brian-eno-s-record.md","kept"
009,82,deep_read,"Five Beautiful Book Covers and the Stories Behind Them","https://eyeondesign.aiga.org/five-beautiful-book-covers-and-the-stories-behind-them/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095309-q94-five-beautiful-book-covers-and-the-stories-behind-.md","kept"
009,83,deep_read,"In CAPS LOCK, Ruben Pater Untangles the Relationship Between Graphic Design and Capitalism","https://eyeondesign.aiga.org/in-caps-lock-ruben-pater-untangles-the-relationship-between-graphic-design-and-capitalism/","/Users/nothingfear/overnight-ai-aesthetic/out/a-20260603-033536-q84-in-caps-lock-ruben-pater-untangles-the-relationshi.md","kept"
009,84,deep_read,"What Would a Feminist Alexa Look, or Rather Sound, Like?","https://eyeondesign.aiga.org/what-would-a-feminist-alexa-look-or-rather-sound-like/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095340-q96-what-would-a-feminist-alexa-look-or-rather-sound-l.md","kept"
009,85,deep_read,"Every Design Studio Should Be a Worker-Owned Studio","https://eyeondesign.aiga.org/every-design-studio-should-be-a-worker-owned-studio/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095412-q94-every-design-studio-should-be-a-worker-owned-studi.md","kept"
009,86,deep_read,"The Evolving Legacy of Ken Garland's First Things First Manifesto","https://eyeondesign.aiga.org/why-ken-garlands-first-things-first-manifesto-keeps-getting-updated/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095428-q94-the-evolving-legacy-of-ken-garland-s-first-things-.md","kept"
009,87,deep_read,"A Font Inspired by Egyptian Streets That Addresses a Problem for Arabic Designers","https://eyeondesign.aiga.org/a-font-inspired-by-egyptian-streets-that-addresses-a-big-problem-for-arabic-designers/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095507-q92-a-font-inspired-by-egyptian-streets-that-addresses.md","kept"
009,88,deep_read,"A Design Studio Rebranded Carp. But Can a Fish Be a Brand?","https://eyeondesign.aiga.org/a-design-studio-has-rebranded-carp-but-can-a-fish-be-a-brand/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095523-q95-a-design-studio-rebranded-carp-but-can-a-fish-be-a.md","kept"
009,89,deep_read,"Steven Heller Gets Personal in His New Autobiography Growing Up Underground","https://eyeondesign.aiga.org/why-i-write-steven-heller-remembers-growing-up-underground/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095531-q96-steven-heller-gets-personal-in-his-new-autobiograp.md","kept"
009,90,deep_read,"Multimedia Artist Jaime Levy Was at the Forefront of Web Design Before Websites Even Existed","https://eyeondesign.aiga.org/multimedia-artist-jaime-levy-was-at-the-forefront-of-web-design-before-websites-even-existed/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095602-q92-multimedia-artist-jaime-levy-was-at-the-forefront-.md","kept"
009,91,deep_read,"Design For and From Communities: Bahia Shehab on A History of Arab Graphic Design","https://eyeondesign.aiga.org/design-for-and-from-communities-bahia-shehab-on-a-history-of-arab-graphic-design/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095641-q94-design-for-and-from-communities-bahia-shehab-on-a-.md","kept"
009,92,deep_read,"How a Lifestyle Magazine Became a Form of Everyday Resistance in Post-Stalinist Poland","https://eyeondesign.aiga.org/tyija/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095649-q93-how-a-lifestyle-magazine-became-a-form-of-everyday.md","kept"
009,93,deep_read,"The Cost of Free Love and the Designers Who Bore It: Women of Psychedelic Design","https://eyeondesign.aiga.org/women-of-psychedelic-design/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095706-q96-the-cost-of-free-love-and-the-designers-who-bore-i.md","kept"
009,94,deep_read,"How the Maharaja Mascot Became Air-India's Adventurous, Yet Controversial, Design Star","https://eyeondesign.aiga.org/how-the-maharaja-mascot-became-air-indias-adventurous-yet-contentious-star/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095729-q94-how-the-maharaja-mascot-became-air-india-s-adventu.md","kept"
009,95,deep_read,"Are Membership Models the Future of Independent Media?","https://eyeondesign.aiga.org/are-membership-models-the-future-of-independent-media/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095735-q95-are-membership-models-the-future-of-independent-me.md","kept"
009,96,deep_read,"When the Struggle is Part of the Process","https://eyeondesign.aiga.org/when-the-struggle-is-part-of-the-process/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095833-q94-when-the-struggle-is-part-of-the-process-8211-eye-.md","kept"
009,97,deep_read,"MIT Media Lab Just Taught Us the Latest Design Terms","https://eyeondesign.aiga.org/mit-media-lab-just-taught-us-the-2-latest-design-terms/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035418-q83-mit-media-lab-just-taught-us-the-latest-design-ter.md","kept"
009,98,deep_read,"Here's a Thought: What if Letterforms Had More Serifs?","https://eyeondesign.aiga.org/heres-a-thought-what-if-there-arent-enough-serifs/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035437-q83-here-s-a-thought-what-if-letterforms-had-more-seri.md","kept"
009,99,deep_read,"In the '70s, Kamal Shedge's Lettering Became an Indispensable Part of Life and Culture in India","https://eyeondesign.aiga.org/in-the-70s-kamal-shedges-lettering-became-an-indispensable-part-of-life-and-culture-in-india/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035459-q84-in-the-70s-kamal-shedge-s-lettering-became-an-indi.md","kept"
009,100,deep_read,"Is It Art, or Is It Type? What We Learn When Language is Built, Not Written","https://eyeondesign.aiga.org/is-it-art-or-is-it-type-what-we-learn-when-language-is-built-not-written/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035509-q85-is-it-art-or-is-it-type-what-we-learn-when-languag.md","kept"
010,101,deep_read,"Timezone Is a Workhorse of a Font Inspired by the Heyday of Digital Type Design","https://eyeondesign.aiga.org/timezone-is-a-workhorse-of-a-font-inspired-by-the-heyday-of-digital-type-design/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035513-q83-timezone-is-a-workhorse-of-a-font-inspired-by-the-.md","kept"
010,102,deep_read,"It's Nice That's Ones to Watch 2025","https://www.itsnicethat.com/ones-to-watch-2025-showcase","/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035523-q81-it-s-nice-that-s-ones-to-watch-2025.md","kept"
010,103,deep_read,"UX Hierarchy: How Users Actually Scan Pages in 2026","https://webdesignerdepot.com/ux-hierarchy-how-users-actually-scan-pages-in-2026/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172127-q100-ux-hierarchy-how-users-actually-scan-pages-in-2026.md","kept"
010,104,deep_read,"The Great Replatforming: WordPress Is Training Its Own Replacement","https://webdesignerdepot.com/the-great-replatforming-wordpress-in-the-era-of-ai/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172146-q98-the-great-replatforming-wordpress-is-training-its-.md","kept"
010,105,deep_read,"The Evolution of the Buy Button: 1995-2026","https://webdesignerdepot.com/the-evolution-of-the-buy-button-1995-2026/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172154-q99-the-evolution-of-the-quot-buy-quot-button-1995-202.md","kept"
010,106,deep_read,"20 Useless Websites to Waste Your Time","https://webdesignerdepot.com/20-useless-websites-to-waste-your-time/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172204-q100-20-useless-websites-to-waste-your-time.md","kept"
010,107,deep_read,"7 Best Design Tools & Resources for Faster Web Builds in 2026","https://webdesignerdepot.com/web-design-tools-and-resources-faster-builds-2026/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172215-q99-7-best-design-tools-amp-resources-for-faster-web-b.md","kept"
010,108,deep_read,"How Junior Web Designers Use Google Maps to Generate Cash","https://webdesignerdepot.com/how-junior-web-designers-use-google-maps-to-generate-cash/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172231-q99-how-junior-web-designers-use-google-maps-to-genera.md","kept"
010,109,deep_read,"The End of Static Design: Living in the Era of Liquid UI","https://webdesignerdepot.com/the-end-of-static-design-living-in-the-era-of-liquid-ui/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172241-q100-the-end-of-static-design-living-in-the-era-of-liqu.md","kept"
010,110,deep_read,"The UX Case Study of a Refrigerator","https://webdesignerdepot.com/the-ux-case-study-of-a-refrigerator/","/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172250-q100-the-ux-case-study-of-a-refrigerator.md","kept"
